"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"310312013";"23102002045201137";"Objeto: Aquisição de base de dados para consultas a conteúdo relativo às ciências exatas e tecnológicas.";"Inexigibilidade de Licitação";"Evento de Anulação Publicado";"26000";"MINISTERIO DA EDUCACAO";"26269";"UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO";"154034";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"RIO DE JANEIRO";"19/03/2013";"";"118320,15"
"000142013";"0016/2013";"Objeto: Pagamento de multa e juros";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160454";"28 BATALHAO DE CACADORES";"ARACAJU";"01/01/1900";"";"80,00"
"000012013";"087860000062013";"Objeto: Contratação da empresa CEDAE para o fornecimento de água e tratamento de esgoto do imóvel localizado na Rua das Palmeiras nº 55, Botafogo - RJ.";"Inexigibilidade de Licitação";"Publicado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30202";"FUNDACAO NACIONAL DO INDIO";"194022";"MUSEU DO INDIO - RIO DE JANEIRO";"RIO DE JANEIRO";"31/01/2013";"";"48000,00"
"000022013";"10860720047201340";"Objeto: Fornecimento de Energia Elétrica para a ARF/Campos do Jordão e ARF/Ubatuba";"Dispensa de Licitação";"Publicado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170143";"DELEGACIA DA RFB EM TAUBATE";"TAUBATE";"16/01/2013";"";"48000,00"
"000042013";"64315003921201261";"Objeto: Prestação de serviço de publicação de matérias de caráter oficial, nas ediçoes normais, extras e suplementares dos jornais de ampla divulgação no estado de Rondônia";"Inexigibilidade de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160349";"COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA";"PORTO VELHO";"01/01/1900";"";"2200,00"
"000012013";"01512002268201211";"Objeto: Contratação dos serviços de serviços de restauração do bem tombado em nível nacional, denominado Casa Luiggi Da Poian, localizado na rua Valdomiro Bocchese, n 698, Antônio Prado/RS.";"Tomada de Preços";"Evento de Revogação Publicado";"42000";"MINISTERIO DA CULTURA";"20411";"INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL";"343012";"SUPERINTENDENCIA DO IPHAN R.G.DO SUL,IPHAN-RS";"PORTO ALEGRE";"21/01/2013";"";"0,00"
"000022013";"2/2013";"Objeto: Serviço de Água e Esgoto";"Inexigibilidade de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160086";"GABINETE DO COMANDANTE DO EXERCITO";"BRASILIA";"14/01/2013";"";"300000,00"
"000022013";"25060001707201200";"Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de cartuchos de tinta e de toners de impressão, originais do fabricante do equipamento, primeira linha para atender às necessidades do Distrito Sanitário Especial Indígena Litoral Sul, itens constantes no Termo de Referência SELOG 69/2012 e anexos.";"Pregão - Registro de Preço";"Publicado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"257048";"DISTRITO SANIT.ESP.INDIGENA - LITORAL SUL";"CURITIBA";"11/01/2013";"23/01/2013";"17500,00"
"000222013";"12014000001201315";"Objeto: Aquisições de materias.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25207";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS";"803010";"SERPRO - REGIONAL BRASILIA";"BRASILIA";"01/01/1900";"";"1144,00"
"000082012";"08280034316201250";"Informação protegida por sigilo nos termos da legislação vigente";"Pregão";"Evento de Resultado de Julgame";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200338";"SUPERINTENDENCIA REGIONAL NO DISTRITO FEDERAL";"BRASILIA";"11/01/2013";"23/01/2013";"59490,00"
"000012013";"25046001746201287";"Objeto: Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva nos sistemas de abastecimento de água das Aldeias Indígenas da abrangência do DSEI Maranhão, conforme mapas de localização, Anexo I, e relação das aldeias constantes no Anexo II do Edital.";"Concorrência";"Publicado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"257034";"DISTRITO SANIT.ESP.INDIGENA - MARANHAO";"SAO LUIS";"22/01/2013";"";"0,00"
"000052013";"23411000204201337";"Objeto: Empenho para atender despesa com os serviços de energia eletrica para o EAD do IFPR";"Dispensa de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26432";"INSTITUTO FEDERAL DO PARANA";"158009";"INSTITUTO FEDERAL DO PARANA";"CURITIBA";"22/01/2013";"";"36000,00"
"000202013";"0065/IMBEL/FPV/13";"Objeto: Alcatrão de Hulha.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52221";"INDUSTRIA DE MATERIAL BELICO DO BRASIL";"168004";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"PIQUETE";"01/01/1900";"";"2196,00"
"000012013";"35000001168201269";"Objeto: Pregão Eletrônico -  Aquisição de carimbos para o exercício 2013, para atendimento das demandas da Administração Central.";"Pregão";"Evento de Resultado de Julgame";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"512006";"COORDENAÇÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANC";"BRASILIA";"10/01/2013";"23/01/2013";"8865,60"
"000022013";"64003000191201395";"Objeto: Aquisição de material para a passagem de Comando do AGGC, conforme Parte Requisição 004/2013-Aprov, de 16 Jan 13.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160374";"ARSENAL DE GUERRA GENERAL CAMARA";"GENERAL CAMARA";"01/01/1900";"";"472,50"
"000022013";"63192000111201278";"Objeto: Pregão Eletrônico -  Registro de Preços para aquisição de material de limpeza";"Pregão - Registro de Preço";"Evento de Alteração Divulgado";"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"779000";"DIR. DE PATR. HIST. E DOCUMENTAÇÃO DA MARINHA";"RIO DE JANEIRO";"01/01/1900";"22/02/2013";"5760,00"
"000042013";"12/IMBEL/FPV/13";"Objeto: Pregão Eletrônico -  Aquisição de Mangueira Especial e Cinta de Aço Inox";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"MINISTERIO DA DEFESA";"52221";"INDUSTRIA DE MATERIAL BELICO DO BRASIL";"168004";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"PIQUETE";"30/01/2013";"18/02/2013";"1860,00"
"000382013";"00598000470201242";"Objeto: Aquisição de 40 carimbos autoentintados,para atender as necessidades da Procuradoria Seccional Federal em Chapecó/SC, conforme previsto no projeto básico.";"Dispensa de Licitação";"Encerrado";"63000";"ADVOCACIA-GERAL DA UNIAO";"63000";"ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÍNCU";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"PORTO ALEGRE";"01/01/1900";"";"850,00"
"000032013";"23072002436201318";"Objeto: Outdoors para divulgação do VII Festival de Verão da UFMG";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26238";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"153272";"PRO-REITORIA DE EXTENSAO/UFMG";"BELO HORIZONTE";"01/01/1900";"";"320,00"
"000052013";"23154000061201341";"Objeto: Serviço de Vistoria em veiculos";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO";"158424";"INST.FED. ESPIRITO SANTO/CAMPUS ITAPINA";"COLATINA";"01/01/1900";"";"1590,00"
"360032013";"00320";"Objeto: Material laboratorial";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"85,00"
"000012013";"001";"Objeto: Prestação de serviço de telefonia móvel.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"JUIZ DE FORA";"01/01/1900";"";"8000,00"
"000102012";"08500010958201221";"Informação protegida por sigilo nos termos da legislação vigente";"Pregão";"Evento de Resultado de Julgame";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200360";"SUPERINTENDENCIA REGIONAL NO ESTADO DE SP";"SAO PAULO";"22/01/2013";"04/02/2013";"0,00"
"000042014";"23249002612201433";"Objeto: Manutenção corretiva da piscina com emprego de material";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"158457";"INST.FED.DO MARANHAO/CAMPUS TIMON";"TIMON";"01/01/1900";"";"1550,78"
"620132013";"48413926037201367";"Objeto: Aquisição de café para consumo na Superintendência do DNPM/PR.";"Dispensa de Licitação";"Encerrado";"32000";"MINISTERIO DE MINAS E ENERGIA";"32263";"DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL";"323015";"SUPERINTENDÊNCIA DO DNPM-PR";"CURITIBA";"01/01/1900";"";"980,00"
"000112013";"09100000013201358";"Objeto: Prestação de serviços de confecção de sacolas em algodão cru com impressão do logotipo da FUNAG, 2.000 unidades.";"Dispensa de Licitação";"Encerrado";"35000";"MINISTERIO DAS RELACOES EXTERIORES";"35201";"FUNDACAO ALEXANDRE DE GUSMAO";"244001";"FUNDACAO ALEXANDRE DE GUSMAO";"BRASILIA";"01/01/1900";"";"5500,00"
"000072012";"2304.1177/2012-84";"Objeto: Pregão Eletrônico -  Aquisição de Estação de Tratamento de Esgoto (ETE) compacta, em Plástico Reforçado de Fibra de Vidro (PRFV), com instalação inclusa, para atendimento dos Campi do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (IFAM), conforme relacionados no anexo I, Termo de Referência.";"Pregão - Registro de Preço";"Evento de Revogação Publicado";"26000";"MINISTERIO DA EDUCACAO";"26403";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"158142";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"MANAUS";"08/01/2013";"18/01/2013";"0,00"
"000172012";"08297004207201229";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Publicado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200404";"SUPERINTENDENCIA REGIONAL NO ESTADO DE TO";"PALMAS";"15/01/2013";"";"253444,20"
"000012013";"25023000419201357";"Objeto: Contratação de empresa especializada na prestação de serviços de remanejamento e transporte de mobiliário e equipamentos do NEMS/PR durante o exercício de 2013.";"Dispensa de Licitação";"Encerrado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250028";"NUCLEO ESTADUAL DO MS/PR";"CURITIBA";"01/01/1900";"";"2500,00"
"509132013";"2013NE00425";"Objeto: Manutenção fogões";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"2535,00"
"000082013";"21176.012/2013-25";"Objeto: Serviços de telefonia da estação meteorológica de Londrina/PR.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ";"130075";"DISTRITO DE METEOROLOGIA DE PORTO ALEGRE";"PORTO ALEGRE";"01/01/1900";"";"2000,00"
"000042013";"67437011151201286";"Objeto: CILINDRO FOTOCONDUTOR";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120019";"HOSPITAL DE AERONAUTICA DE RECIFE";"JABOATAO DOS GUARARAPES";"01/01/1900";"14/01/2013";"1670,00"
"000012013";"23078010305/12-93";"Objeto: Contratação da FUNDAÇÃO para realização do Curso de Especialização em Contabilidade, Auditoria e finanças Governamentais.";"Dispensa de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"24/01/2013";"";"396110,00"
"000012013";"230660614291258";"Objeto: Contratação de Serviço de Dosimetria para o Complexo Hupes.";"Dispensa de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26232";"UNIVERSIDADE FEDERAL DA BAHIA";"153040";"COMPLEXO HOSP UNIVERS PROF EDGARD SANTOS";"SALVADOR";"11/01/2013";"";"7812,00"
"000122013";"23063000009201312";"Objeto: Renovação dos serviços de recortes e envio dos Diários Oficiais.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26256";"CENTRO FED.EDUC.TECN.CELSO SUCKOW DA FONSECA";"153010";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"RIO DE JANEIRO";"01/01/1900";"";"4000,05"
"000052013";"01180000070";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"20000";"PRESIDENCIA DA REPUBLICA";"20101";"PRESIDENCIA DA REPUBLICA";"110120";"AGENCIA BRASILEIRA DE INTELIGENCIA";"BRASILIA";"30/01/2013";"";"65022,17"
"000012013";"0152013";"Objeto: Aquisição de gêneros de alimentação(pães e biscoitos).";"Convite";"Publicado";"52000";"MINISTERIO DA DEFESA";"52222";"FUNDACAO OSORIO";"164204";"FUNDACAO OSORIO";"RIO DE JANEIRO";"30/01/2013";"";"20086,40"
"570032013";"2013NE00404";"Objeto: Mão de obra para troca de peças, limpeza do sistema de refrigeração e revisão geral de 6 aparelhos de ar condicionado de 18.000Btus.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"1122,00"
"000012013";"23042.21/2013-67";"Objeto: Contratação da Imprensa Ofical, para publicaçãoes de matérias Oficiais do Campus Manaus Centro";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26403";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"158445";"CAMPUS MANAUS CENTRO";"MANAUS";"01/01/1900";"";"5000,00"
"000052013";"54211000109201232";"Objeto: Locação do Imóvel comercial do condominio Edificio Ernesto Diavan, situado À Avenida Getulio Vargas, 180-S - Centro - Chapecó/SC, para a instalação da Unidade Avançada do INCRA em Chapecó/SC";"Inexigibilidade de Licitação";"Publicado";"20000";"PRESIDENCIA DA REPUBLICA";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"373070";"SUPERINT.ESTADUAL DE S.CATARINA-INCRA/SR-10";"SAO JOSE";"04/02/2013";"";"62400,00"
"000202013";"23072007651201313";"Objeto: Aquisição de Artigo para punção venosa.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26238";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"153261";"HOSPITAL CLINICAS/UFMG";"BELO HORIZONTE";"01/01/1900";"";"6426,00"
"000062013";"08455000976201379";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200356";"SUPERINTENDENCIA REGIONAL NO ESTADO DO RJ";"RIO DE JANEIRO";"01/01/1900";"18/01/2013";"396,00"
"020032013";"23070000032201318";"Objeto: Aguá e esgoto.";"Inexigibilidade de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIAS";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"GOIANIA";"07/01/2013";"";"1000,00"
"000112013";"64106000455201352";"Objeto: Serviço de telefonia fixa.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160004";"59  BATALHAO DE INFANTARIA MOTORIZADO";"MACEIO";"01/01/1900";"";"2300,00"
"000012013";"64660000050201329";"Objeto: Contratação de serviço de monitoração dosimétrica individual dos militares ocupacionalmente expostos à radiação ionizante (Raio-X).";"Dispensa de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160334";"POLICLINICA MILITAR DO RIO DE JANEIRO";"RIO DE JANEIRO";"17/01/2013";"";"5664,96"
"000682012";"23205008269201239";"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS, visando à aquisição de MATERIAIS DE SEGURANÇA, para atender às necessidades da Universidade Federal da Fronteira Sul - UFFS, conforme especificações e quantidades estabelecidas no edital e seus anexos.";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26440";"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"158517";"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";"CHAPECO";"17/01/2013";"05/02/2013";"1100,00"
"000042013";"64150000176201353";"Objeto: Fotográfo passagem de comando.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160386";"3 BATALHAO DE POLICIA DO EXERCITO";"PORTO ALEGRE";"01/01/1900";"";"1000,00"
"000012013";"PA 005/2013-6 BIS";"Objeto: Prestação de serviço telefônico fixo comutado e provimento de acesso à internet .";"Inexigibilidade de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160346";"COMANDO DE FRONTEIRA RONDONIA/6 BIS";"GUAJARA-MIRIM";"31/01/2013";"";"96000,00"
"000812013";"23074003757/13-01";"Objeto: Serviço de fornecimento de água e esgoto para o exercício de 2013 no Campus I, II e III.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAIBA";"153065";"UNIVERSIDADE FEDERAL DA PARAIBA";"JOAO PESSOA";"01/01/1900";"";"5000,00"
"000312013";"01202000031201380";"Objeto: Aquisição de combustível para veículos com fornecimento parcelado.";"Dispensa de Licitação";"Encerrado";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"240137";"CENTRO DE TECNOLOGIAS ESTRATEG. DO NORDESTE";"RECIFE";"01/01/1900";"";"3000,15"
"101582013";"23106.010158/2013";"Objeto: Locacao de espaço físico destinado a realizacao do concurso ANP/2012.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"6510,00"
"000022013";"00002/2013";"Objeto: Serviços de Telecomunicações";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160206";"30 BATALHAO DE INFANTARIA MECANIZADO";"APUCARANA";"01/01/1900";"";"250,00"
"000072013";"Disp 003/2013";"Objeto: Contratação de serviço de locação de máquina copiadora";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160421";"9 BATALHAO LOGISTICO";"SANTIAGO";"01/01/1900";"";"304,00"
"043512013";"UNBDOC 4351/2013";"Objeto: Taxa de inscrição em evento.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"BRASILIA";"01/01/1900";"";"1340,52"
"010052013";"01530000006/13-84";"Objeto: Serviços de fornecimento de água e tratamento de esgoto, para o Complexo Cultural Casa do Conde.";"Dispensa de Licitação";"Publicado";"42000";"MINISTERIO DA CULTURA";"20412";"FUNDACAO NACIONAL DE ARTES";"403201";"FUNDACAO NACIONAL DE ARTES";"RIO DE JANEIRO";"30/01/2013";"";"40000,00"
"000052013";"11601000158201198";"Objeto: Fornecimento de Energia Elétrica para a PSFN/CAMPOS DOS GOYTACASES";"Dispensa de Licitação";"Publicado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170114";"SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/RJ";"RIO DE JANEIRO";"10/01/2013";"";"4555,64"
"000172012";"63067001894201242";"Objeto: Pregão Eletrônico -  Registro de preços para eventual prestação de serviços continuados de Limpeza, inspeção, preparo, embalagem, esterilização por óxido de etileno dos artigos médicos-cirúrgico-odontologico, com execução sob demanda do órgão contratante mediante o regime de execução indireta.";"Pregão - Registro de Preço";"Publicado";"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"782700";"HOSPITAL NAVAL_DE SALVADOR";"SALVADOR";"24/01/2013";"19/02/2013";"3130,00"
"000032013";"48400.001377/2012";"Objeto: Revisao de veiculo  oficial.";"Dispensa de Licitação";"Encerrado";"32000";"MINISTERIO DE MINAS E ENERGIA";"32263";"DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL";"323002";"DEPARTAMENTO NAC. DE PRODUCAO MINERAL - SEDE";"BRASILIA";"01/01/1900";"";"605,07"
"000032013";"25043000396201261";"Objeto: Pregão Eletrônico -  Contratação de serviços continuados de hotelaria e fornecimento de refeições, com execução mediante o regime de empreitada por menor preço global, para atender às necessidades do DSEI- BA, na cidade de Itamaraju-Ba";"Pregão";"Publicado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"257032";"DISTRITO SANIT.ESP.INDIGENA - BAHIA";"SALVADOR";"18/01/2013";"07/02/2013";"0,00"
"000062013";"23069079921201258";"Objeto: Aquisição de Afastador Circular Autoestatico Smith para Transplante Renal - Conjunto Completo.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26236";"UNIVERSIDADE FEDERAL FLUMINENSE";"153057";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"NITEROI";"01/01/1900";"";"7487,80"
"000012013";"52710002771201271";"Objeto: Renovação da assinatura do Boletim de Direito Administrativo -BDA e Boletim de Licitações e Contratos, destinados a atender as necessidades da Comissão de Licitação, Autoria e Procuradoria Federal da SUFRAMA.";"Inexigibilidade de Licitação";"Retificação";"28000";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS";"20603";"SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS";"193028";"SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM";"MANAUS";"21/01/2013";"";"79500,00"
"000092013";"CI Geope 349/2013";"Objeto: Aquisição de 03 carimbos numerador datador simples 5mm.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"135284";"CONAB SEDE SUREG SANTA CATARINA";"SAO JOSE";"01/01/1900";"";"207,00"
"000192013";"02151000018201336";"Objeto: Atender despesas de prestação de serviços com fornecimento de energia elétrica para atender as necessidades do Parque Nacional de Monte Pascoal/ICMBio.";"Dispensa de Licitação";"Encerrado";"44000";"MINISTERIO DO MEIO AMBIENTE";"44207";"INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE";"443043";"INST.CHICO MENDES DE CONS. DA BIO.- AREMBEPE";"SALVADOR";"01/01/1900";"";"8000,00"
"900012013";"06.0562/2012+69";"Objeto: Contratação de empresa para prestação de serviços de diponibilização das publicações judiciais oficiais do Diário Oficial da União, do Diário Oficial do Estado e encaminhamento dessas notas à CONAB/RS.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"135315";"CONAB SEDE SUREG RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"5750,40"
"001932012";"043043/2012-53";"Objeto: Pregão Eletrônico -  Aquisição de BATERIAS para compor bancos de baterias para equipamentos de NOBREAK de potência na Universidade Federal do Paraná.";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26241";"UNIVERSIDADE FEDERAL DO PARANA";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"08/01/2013";"18/01/2013";"65540,00"
"101642013";"23106.010164/2013";"Objeto: Locacao de espaço físico destinado a realizacao do concurso ANP/2012.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"6262,20"
"010062013";"01530000003/13-41";"Objeto: Pagamento de cotas condominiais ao Condomínio do Edifício A.F.Filho, situado na Rua do Catete nº338, Catete, Rio de Janeiro/RJ, onde se situa o Teatro Cacilda Becker.";"Inexigibilidade de Licitação";"Publicado";"42000";"MINISTERIO DA CULTURA";"20412";"FUNDACAO NACIONAL DE ARTES";"403201";"FUNDACAO NACIONAL DE ARTES";"RIO DE JANEIRO";"30/01/2013";"";"120000,00"
"003732012";"23039000282201258";"Objeto: Pregão Eletrônico -  Aquisição de plestimógrafo e serra pneumática.";"Pregão";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154106";"HOSPITAL UNIVERSITARIO DE BRASILIA - HUB";"BRASILIA";"29/01/2013";"08/02/2013";"307999,00"
"000032013";"46223007085201285";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviço de Agenciamento de Viagens, compreendendo os serviços de emissão, remarcação e cancelamento de passagem aérea nacional, para atender as necessidades da Superintendência Regional do Trabalho e Emprego no Maranhão - SRTE/MA, no exercício 2013, conforme especificações e condições constantes no Termo de Referência nº 30/2012, Anexo I do Edital.";"Pregão";"Evento de Resultado de Julgame";"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38000";"MINISTERIO DO TRABALHO E EMPREGO - UNIDADES C";"380039";"SUPERINT REG DO TRAB E EMPREGO/MA";"SAO LUIS";"31/01/2013";"18/02/2013";"58769,70"
"000012013";"001/13 CMDO 10 RM";"Objeto: Prestação de serviços";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160047";"COMANDO 10 REGIAO MILITAR";"FORTALEZA";"01/01/1900";"";"3263,00"
