Número Licitação	Número Processo	Objeto	Modalidade Compra	Situação Licitação	Código Órgão Superior	Nome Órgão Superior	Código Órgão	Nome Órgão	Código UG	Nome UG	Município	Data PublicaçãoDOU	Data Abertura	Valor Licitação
102292017	1304170229	Objeto: Pregão Eletrônico -  Isoladores de vidro, conforme disposto no Anexo 2 - Lista de Preços do Edital.	Pregão	Divulgado	32000	MINISTERIO DE MINAS E ENERGIA	91081	EMPRESAS DE ENERGIA	910810	ELETROSUL CENTRAIS ELETRICAS S.A.	FLORIANOPOLIS	01/01/1900	19/01/2018	217826
12018	6,45520000032018E+016	Objeto: Inexigibilidade de licitação para profissionais autônomos prestadores de serviços (Pessoas Físicas e Pessoas Jurídicas de DIreito Privado) para prestação de serviço de distribuição de água potável para municípios atendidos no Programa Emergencial de Distribuição de Água Potável no Semiárido Brasileiro- Operação Carro Pipa.Referente ao edital de credenciamento 02/2017 da Inexigibilidade 05/2017, retificação da inex com inclusão de faltosos.	Inexigibilidade de Licitação	Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160341	17 GRUPO DE ARTILHARIA DE CAMPANHA	NATAL	22/01/2018		90000
12018	002/2018	Objeto: Prestação de serviços de publicação no Diário Oficial da União durante o exercício de 2018, de atos oficiais e demais matérias de interesse da Embrapa Territorial, conforme estabelece a Lei 8.666/93.	Inexigibilidade de Licitação	Publicado	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	22202	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	135050	EMBRAPA/CNPM	CAMPINAS	22/01/2018		20000
22018	1	Objeto: Aquisição de salgados diversos	Dispensa de Licitação	Encerrado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160291	CENTRO TECNOLOGICO DO EXERCITO	RIO DE JANEIRO	01/01/1900		4410
432017	23085001977/17-11	Objeto: Pregão Eletrônico -  Aquisição de materiais de consumo de microinformática para atender o departamento de tecnologia da informação.	Pregão - Registro de Preço	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26254	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	153035	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	UBERABA	10/01/2018	22/01/2018	10586
112018	2,30709000412019E+016	Objeto: Contratação de empresa especializada na retirada do piso existente e instalação de piso vinílico em manta.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26235	UNIVERSIDADE FEDERAL DE GOIAS	153054	HOSPITAL DAS CLINICAS DA UFGO	GOIANIA	01/01/1900		4487
22018	5,06190000022018E+016	Objeto: Pagamento de seguro obrigatório de frota de veículos pertencentes a SRE-MS/DNIT, para o exercício de 2018.	Inexigibilidade de Licitação	Publicado	39000	MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL	39252	DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES	393010	SUPERINTENDENCIA REG. NO ESTADO MS - DNIT	CAMPO GRANDE	07/02/2018		1397
2722018	23085000272/18-50	Objeto: Envelope com as seguintes características mínimas: composição: plástico polietileno, dimensão: 19cm x 25cm, espessura por parede 0,075, lavre de segurança inviolável, utilizado em concurso público para guarda de utensílios, apresentação: pacote com 1000 envelopes.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26254	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	153035	UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO	UBERABA	01/01/1900	19/01/2018	1920
762018	23108516572/17-60	Objeto: Aquisição de chapa de imagem (plates) CR MD4.0 e 3.0, nos tamanhos 18x24 e 24x30.	Dispensa de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26276	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	154070	HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT	CUIABA	02/02/2018		20382
202017	6,42920495122018E+016	Objeto: Pregão Eletrônico -  Aquisição de quantitativos de rancho (QR), para o Comando da 3ª Região Militar e Unidades participantes.	Pregão - Registro de Preço	Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160392	CMDO DA 3 REGIAO MILITAR	PORTO ALEGRE	22/01/2018	05/02/2018	0
22018	6,05500351582018E+016	Objeto: COFRE PARA DOCUMENTOS, MATERIAL AÇO, TAMANHO GRANDE, TIPO FECHADURA SISTEMA ELETRÔNICO (DIGITAL), ABERTURA E FECHAMENTO AUTOMÁTICOS (SENHA).     MEDIDAS INTERNAS MÍNIMAS: ALTURA - 36cm; LARGURA - 39cm e PROFUNDIDADE - 32cm.	Dispensa de Licitação	Encerrado	52000	MINISTERIO DA DEFESA	52000	MINISTERIO DA DEFESA - UNIDADES COM VÍNCULO D	112408	HOSPITAL DAS FORCAS ARMADAS	BRASILIA	01/01/1900		799
22018	23	Objeto: Aquisição de material gráfico (agenda institucional).	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26404	INST.FED.DE EDUC.,CIENC.E TEC.BAIANO	154617	INST. FED. BAIANO - CAMPUS URUÇUCA	URUCUCA	01/01/1900		3024
12018	2,33250000162019E+016	Objeto: SERVIÇO DE FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO PARA O CAMPUS CAMPINA GRANDE, no exercício 2018.	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26417	INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA	158281	INST.FED.DA PARAIBA/CAMPUS CAMPINA GRANDE	CAMPINA GRANDE	05/01/2018		180000
62018	2,32780161862017E+016	Objeto: Prestação e utilização do serviço público de energia elétrica entre a distribuidora e o consumidor, de acordo com as Condições Gerais de Fornecimento de Energia Elétrica e demais regulamentos expedidos pela Agência Nacional de Energia Elétrica - ANEEL.	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26427	INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA	158145	INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA	SALVADOR	02/02/2018		18000
262018	1,08657234932018E+016	Objeto: Fornecimento de água mineral, em galões de 20 litros, para as Agências Circunscritas à Delegacia da Receita Federal do Brasil em Limeira (Araras, Pirassununga, São João da Boa Vista, São José do Rio Pardo e Mogi Guaçu) - Exercício 2018	Dispensa de Licitação	Anulação	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170145	DELEGACIA DA RFB EM LIMEIRA	LIMEIRA	01/01/1900		7988
12018	102825201724	Objeto: Pregão Eletrônico -  Contratação do serviço de emissão on-site de certificados digitais do tipo A1 e A3 para o Ministério da Transparência e Controladoria-Geral da União   CGU e para o Departamento Logístico do Comando do Exército, com validade de 12 (doze) meses para os itens 1 a 3 e de 36 (trinta e seis) meses para o item 4.	Pregão - Registro de Preço	Evento de Resultado de Julgame	37000	MINISTERIO DA TRANSPARENCIA E CGU	37000	MINISTERIO DA TRANSPARENCIA E CGU - UNIDADES 	370003	COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO	BRASILIA	29/01/2018	08/02/2018	0
22018	2,10500002482015E+016	Objeto: Contratação da empresa brasileira de correios e telégrafos-EBCT, para prestação de serviços de encomendas para sede em São José e suas respectivas unidades.	Inexigibilidade de Licitação	Publicado	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO 	130072	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC	SAO JOSE	24/01/2018		49200
12018	2,50620001282017E+016	Objeto: Pregão Eletrônico -  Aquisição de Prateleiras, Escadas, Pisos e Grade de Proteção para atender a estrutura do Almoxarifado Central de Abastecimento, do Distrito Sanitário Especial Indígena Vilhena.	Pregão - Registro de Preço	Evento de Resultado de Julgame	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	257050	DISTRITO SANIT.ESP.INDIGENA - VILHENA	CACOAL	22/01/2018	06/02/2018	4328
82018	2,30268331227202E+016	Objeto: Pregão Eletrônico -  Aquisição de LUVAS CIRÚRGICAS E DE PROCEDIMENTO, visando atender o Serviço de Enfermagem do HUCAM/UFES	Pregão - Registro de Preço	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26234	UNIVERSIDADE FEDERAL DO ESPIRITO SANTO	153047	HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES	VITORIA	19/01/2018	02/02/2018	4628
32018	2017/2516	Objeto: Pregão Eletrônico -  Contratação dos serviços de motorista executivo para Superintendência Estadual do Piauí, em  Teresina-PI, com a utilização de 1 (uma) Unidade de Serviço (US).	Pregão	Evento de Resultado de Julgame	25000	MINISTERIO DA FAZENDA	25282	BANCO DO NORDESTE DO BRASIL	179085	BANCO DO NORDESTE DO BRASIL S/A	FORTALEZA	10/01/2018	25/01/2018	5295
250082018	2,31020049862017E+016	Objeto: Contratação de empresa para manutenção de equipamento permanente - simulador de paciente de alta fidelidade e estação remota de trabalho.	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26269	UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO	154034	UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ	RIO DE JANEIRO	25/01/2018		25000
12018	2,31150183152018E+016	Objeto: Pregão Eletrônico -  Aquisição de equipamentos de informática (impressoras e scanner) para atender às necessidades do Núcleo de Pró-acessibilidade desta Universidade Federal do Maranhão, conforme condições,quantidades e exigências estabelecidas neste Edital e seus anexos.	Pregão - Registro de Preço	Evento de Revogação Publicado	26000	MINISTERIO DA EDUCACAO	26272	FUNDACAO UNIVERSIDADE DO MARANHAO	154041	FUNDACAO UNIVERSIDADE DO MARANHAO	SAO LUIS	08/01/2018		0
72018	2,31089018692018E+016	Objeto: Pagamento de taxas de licenciamento anual, Pagamento de taxas de transferência de propriedade de veículos, taxas de seguro obrigatório, laudo de vistoria e decalque e lacre eletrônico de placa dos veículos oficiais da frota da Fundação Universidade Federal de Mato Grosso - FUFMT, conforme TR 19-2018.	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26276	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	154045	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	CUIABA	02/02/2018		78862
582017	2,53850002342018E+016	Objeto: Serviço de impressão de cordão digital para crachá, roller clipe e marcador de livro.	Dispensa de Licitação	Encerrado	36000	MINISTERIO DA SAUDE	36201	FUNDACAO OSWALDO CRUZ	254448	INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE	RIO DE JANEIRO	01/01/1900		6570
22018	2010103544201795	Objeto: Pregão Eletrônico -  Contratação de serviços continuados de recepção, copeiragem e de técnico em informática a serem executados na Superintendência do IBAMA no Estado de Goiás e em suas unidades vinculadas, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.	Pregão	Evento de Resultado de Julgame	44000	MINISTERIO DO MEIO AMBIENTE	20701	INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.	193108	IBAMA - SUPERINTENDENCIA DE GOIAS/GO	GOIANIA	18/01/2018	30/01/2018	428944
10012018	2,31020031342018E+016	Objeto: Pregão Eletrônico -  Futura e possível AQUISIÇÃO DE PRODUTOS DE ÓRTESES e PRÓTESES ORTOPÉDICAS (haste femural com bloqueio cefálico), conforme as quantificações e especificações constantes do Termo de Referência, Anexo I deste Edital.	Pregão - Registro de Preço	Evento de Adiamento Publicado	26000	MINISTERIO DA EDUCACAO	26269	UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO	154035	HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO	RIO DE JANEIRO	08/01/2018	24/01/2018	18000
12018	2,34050000212018E+016	Objeto: Aquisição de Cimento com vistas a propiciar a devida manutenção ao Estacionamento Principal do IFPR/Campus Paranavaí, em virtude dos buracos existentes nesta estrutura devido às fortes chuvas e outros fatores que os geraram.	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26432	INSTITUTO FEDERAL DO PARANA	158398	INST. FED. DO PARANÁ/CAMPUS PARANAVAI	PARANAVAI	01/01/1900		72
552018	23108900993/18-56	Objeto: Serviço de exame - TOMOGRAFIA COMPUTADORIZADA DO TÓRAX - paciente FABIO DO CARMO CORREA	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26276	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	154070	HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT	CUIABA	01/01/1900		750
82018	2,35380008242018E+016	Objeto: Pregão Eletrônico -  Aquisição de forma parcelada de MATERIAIS PARA ASSISTÊNCIA VENTILATÓRIA E CIRCULATÓRIA para utilização no âmbito do Hospital Universitário Maria Aparecida Pedrossian da Fundação Universidade Federal de Mato Grosso do Sul - HUMAP-UFMS	Pregão - Registro de Preço	Evento de Suspensão Publicado	26000	MINISTERIO DA EDUCACAO	26443	EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES	155124	EBSERH HUMAP-UFMS	CAMPO GRANDE	15/01/2018	28/03/2018	0
12018	2,33350000242018E+016	Objeto: Contratação de empresa especializada para a prestação de serviços continuados de apoio às atividades administrativas com dedicação exclusiva de mão de obra	Dispensa de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26404	INST.FED.DE EDUC.,CIENC.E TEC.BAIANO	154617	INST. FED. BAIANO - CAMPUS URUÇUCA	URUCUCA	30/01/2018		225523
72018	10	Objeto: Serviço de seguro de auto	Dispensa de Licitação	Encerrado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160311	ESCOLA DE APERFEICOAMENTO DE OFICIAIS	RIO DE JANEIRO	01/01/1900		5000
22018	2,34750000702018E+016	Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviço terceirizado de jardinagem, com fornecimento de materiais,  equipamentos e insumos para atender as necessidades do IFC Campus Luzerna.	Pregão	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26422	INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE	152663	IF CATARINENSE - CAMPUS LUZERNA	LUZERNA	23/01/2018	02/02/2018	47502
12018	3631003180201708	Objeto: Aquisição de 3 Câmeras para circuito interno de vigilância.	Dispensa de Licitação	Encerrado	20113	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	25205	FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA	114618	UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS	BELO HORIZONTE	01/01/1900		1495
162017	2,65280042542017E+016	Objeto: Pregão Eletrônico -  Aquisição de material eletro eletrônico para manutenção de equipamentos médico hospitalar do HOSPITAL DE GUARNIÇÃO DE TABATINGA.	Pregão - Registro de Preço	Evento de Resultado de Julgame	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160019	HOSPITAL DE GUARNICAO DE TABATINGA	TABATINGA	22/01/2018	05/03/2018	683
22018	2017103210201751	Objeto: SERVIÇOS DE TELEFONIA FIXA COMUTADA   STFC NA MODALIDADE LOCAL, LONGA DISTÂNCIA NACIONAL   LDN, E LONGA DISTÂNCIA  INTERNACIONAL   LDI, durante doze meses, com origem em terminais fixos utilizados pela Superintendência do IBAMA no  Estado do Paraná em Curitiba, e em suas Unidades Técnicas nos Municípios de Foz do Iguaçu, Paranaguá e União da  Vitória.	Dispensa de Licitação	Publicado	44000	MINISTERIO DO MEIO AMBIENTE	20701	INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.	193118	IBAMA - SUPERINTENDENCIA DO PARANA/PR	CURITIBA	29/01/2018		45112
22018	1400027211201704	Objeto: Aquisição de ferramentas para atender às necessidades da Coordenação de Infraestrutura e Manutenção - COMAN em atividades relacionadas à manutenção das instalações do Ministério da Cultura - MinC	Dispensa de Licitação	Encerrado	42000	MINISTERIO DA CULTURA	42000	MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO 	420001	COORD.GERAL DE EXEC. ORCAMENTARIA E FINANCEIR	BRASILIA	01/01/1900		250
112017	2,31490031192017E+016	Objeto: Pregão Eletrônico -  Aquisição de material de consumo (insumos para ração, milho híbrido e adubos para plantio)	Pregão	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26406	INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO	158425	INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE	ALEGRE	12/01/2018	24/01/2018	137470
82018	1,38307200602019E+016	Objeto: Contratação de empresa para prestação de serviços de guincho para a DRF Marília durante o ano de 2018	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170287	DELEGACIA DA RFB EM MARILIA	MARILIA	01/01/1900		8000
12018	2018DL000001	Objeto: Serviço de fornecimento de gás natural para IMBEL/FMCE referente ao ano de 2018	Dispensa de Licitação	Publicado	52000	MINISTERIO DA DEFESA	52221	INDUSTRIA DE MATERIAL BELICO DO BRASIL	168007	INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE	RIO DE JANEIRO	11/01/2018		22080
22018	2,12050001872018E+016	Objeto: Pregão Eletrônico -  Contratação de empresa especializada em locação de veículos automotivos, movidos a gasolina, álcool ou diesel, sem motorista, com tanque cheio de combustível e lubrificantes trocados, com quilometragem livre, seguro total sem franquia, de fabricação não superior a 2 (dois) anos, de 1.000 cc, 1.400 a 1.800 cc ou 2.000 a 2.800 cc, com ar condicionado, direção assistida, com 02 (duas) ou 04 (quatro) portas, com capacidade para o transporte de 05 (cinco) passageiros incluindo o motorista	Pregão	Publicado	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	22211	COMPANHIA NACIONAL DE ABASTECIMENTO	135101	CONAB SEDE SUREG BAHIA	SALVADOR	23/01/2018	02/02/2018	57800
162018	2,30810485512018E+016	Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE  SERVIÇOS (manutenção em extintores, teste hidrostático em mangueira,  instalação de sinalização...) E MATERIAIS (sinalizações, suporte para extintor,  fita...) REFERENTES AOS SISTEMAS DE PREVENÇÃO DE INCÊNDIO  DESTINADOS A TODOS OS CINCO CAMPI DA UFSM	Pregão - Registro de Preço	Publicado	26000	MINISTERIO DA EDUCACAO	26247	UNIVERSIDADE FEDERAL DE SANTA MARIA	153164	UNIVERSIDADE FEDERAL DE SANTA MARIA	SANTA MARIA	31/01/2018	15/02/2018	600
112018	PMS 11/2018	Objeto: Prestação do serviço de montagem do stand da Marinha do Brasil no AQUARIO RJ	Dispensa de Licitação	Encerrado	52000	MINISTERIO DA DEFESA	52131	COMANDO DA MARINHA	711100	CENTRO DE COMUNICAçãO SOCIAL DA MARINHA	BRASILIA	01/01/1900		7414
22018	8668006858201701	Objeto: Pregão Eletrônico -  Contratação de empresa especializada em serviços de esgotamento e limpeza de fossas sépticas e sumidouros, para atender demandas da 17ª Superintendência da Polícia Rodoviária Federal, conforme condições, quantidades, exigências e estimativas, estabelecidas em edital e anexos.	Pregão - Registro de Preço	Evento de Resultado de Julgame	30000	MINISTERIO DA JUSTICA E SEGURANçA PUBLICA	30802	DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ	200127	SUPERINTENDENCIA REG. POL. RODV. FEDERAL-PI	TERESINA	24/01/2018	07/02/2018	7729
12018	1,36567200612019E+016	Objeto: Contratação de pessoa jurídica especializada para prestaçãod e serviços de manutenção preventiva e corretiva para a frota de veículos da Delegacia da Receita Federal do Brasil em Poços de Caldas.	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170325	DELEGACIA DA RFB EM POCOS DE CALDAS	POCOS DE CALDAS	01/01/1900		6930
32018	2,50590013112017E+016	Objeto: Pregão Eletrônico -  Aquisição de insumos odontológicos para atendimento das unidades do Distrito Sanitário Especial Indígena - Pernambuco.	Pregão - Registro de Preço	Evento de Resultado de Julgame	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	257047	DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO	RECIFE	29/01/2018	09/02/2018	777
132017	6,40250084762018E+016	Objeto: Pregão Eletrônico -  Adequação do Posto Médico do 28º BC.	Pregão	Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160454	28 BATALHAO DE CACADORES	ARACAJU	30/01/2018	19/02/2018	0
12018	5,05000752752019E+016	Objeto: Aquisição de 10 (dez) quadros com vidro liso de 4mm transparente, tipo sanduíche, medida aproximada de 38cm x 53cm, instalado com prolongador em aço inox, furos de 21mm de diâmetro com 2cm de distância da borda, de acordo com as condições constantes do processo de contratação	Dispensa de Licitação	Inválido	39000	MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL	39250	AGENCIA NACIONAL DE TRANSPORTES TERRESTRES	393001	AGENCIA NACIONAL DE TRANSPORTES TERRESTRES	BRASILIA	01/01/1900		1870
22018	17944.100793/2017	Objeto: Contratação de prestação de serviço de revisão e edição de texto em inglês dos relatórios anuais a serem publicados pela Subsecretaria da Dívida Pública do Tesouro Nacional em janeiro de 2018.	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170007	COORD.-GERAL DE DESENVOL.INSTITUCIONAL-CODIN/	BRASILIA	01/01/1900		2524
72018	ADM	Objeto: Publicação de Editais e Portarias.	Dispensa de Licitação	Encerrado	36000	MINISTERIO DA SAUDE	36000	MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI	257003	INSTITUTO EVANDRO CHAGAS	ANANINDEUA	01/01/1900		8000
12018	64383.046/2018-91	Objeto: Atende Licenciamento Tu 2017 e Incorporação Tu 2018.	Dispensa de Licitação	Encerrado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160357	12 COMPANHIA DE COMUNICACOES MECANIZADA	ALEGRETE	01/01/1900		1100
32018	2,34770526212017E+016	Objeto: Pagamento de Inscrições para a participação de 66 membros da alta gestão da Ebserh (diretores, coordenadores e superintendentes).	Inexigibilidade de Licitação	Publicado	26000	MINISTERIO DA EDUCACAO	26443	EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES	155007	EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES	BRASILIA	19/01/2018		684000
122018	2,35360014182017E+016	Objeto: Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Material Médico Hospitalar  - Cardiologia Intervencionista para o Hospital das Clínicas da UFPE.	Pregão - Registro de Preço	Publicado	26000	MINISTERIO DA EDUCACAO	26242	UNIVERSIDADE FEDERAL DE PERNAMBUCO	153080	UNIVERSIDADE FEDERAL DE PERNAMBUCO	RECIFE	24/01/2018	07/02/2018	4200
12018	2,30720031142018E+016	Objeto: Tinta Esmalte Premium a base de Água, Brilhante Base B2, Seca Rápido, para Madeiras e Metais, na Cor Azul França. Galão 3,2 Litros	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26238	UNIVERSIDADE FEDERAL DE MINAS GERAIS	153290	FACULDADE DE ODONTOLOGIA/UFMG	BELO HORIZONTE	01/01/1900		500
12017	6,34710009272018E+016	Objeto: Contratação de empresa especializada para execução das obras de construção de novo acesso ao Ambulatório Naval da Penha (ANP), sito à Av. Brasil, nº 10.946, no bairro da Penha, Rio de Janeiro   RJ.	Tomada de Preços	Evento de Alteração Publicado	52000	MINISTERIO DA DEFESA	52131	COMANDO DA MARINHA	765700	CENTRO MEDICO ASSISTENCIAL DA MARINHA	RIO DE JANEIRO	02/01/2018		0
22018	23108.508346/1543	Objeto: Pregão Eletrônico -  Implantação de Registro de Preços para Aquisição futura e eventual de Equipamento para Saúde, para uso ambulatorial em Audiometria;	Pregão - Registro de Preço	Publicado	26000	MINISTERIO DA EDUCACAO	26276	FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO	154070	HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT	CUIABA	12/01/2018	24/01/2018	0
62018	2303600841620171	Objeto: Pregão Eletrônico -  Contratação de empresa para a prestação de serviços de copeiragem (copeiros (a), garçons e encarregado geral), de forma contínua, com fornecimento de todos os materiais de consumo e equipamentos necessários para atender as necessidades do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - INEP, por um período de 12 meses, prorrogável por igual período, em Brasília - DF, conforme estabelecido neste Termo de Referência.	Pregão	Evento de Resultado de Julgame	26000	MINISTERIO DA EDUCACAO	26290	INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS	153978	INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS	BRASILIA	22/01/2018	01/02/2018	773867
12018	21154.000173/2018	Objeto: Serviço de revisão de texto.	Dispensa de Licitação	Encerrado	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	22202	EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA	135019	EMBRAPA/CPAO	DOURADOS	01/01/1900		298
22018	54000.008640/2018	Objeto: Aquisição de material de expediente.	Dispensa de Licitação	Encerrado	20000	PRESIDENCIA DA REPUBLICA	22201	INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA	373037	SUPERINTENDENCIA REGIONAL DE SANTAREM - SR-30	SANTAREM	01/01/1900		5865
172017	6,52610060432017E+016	Objeto: Pregão Eletrônico -  Aquisição de materiais para combate à incêndio.	Pregão - Registro de Preço	Publicado	52000	MINISTERIO DA DEFESA	52121	COMANDO DO EXERCITO	160238	BASE DE APOIO LOGíSTICO DO EXéRCITO	RIO DE JANEIRO	19/01/2018	31/01/2018	0
32018	2,30690808512018E+016	Objeto: Material elétrico e outros (necessários para execução dos serviços de adequação da unidade de planejamento do setor de informática e da antiga ginecologia).	Dispensa de Licitação	Encerrado	26000	MINISTERIO DA EDUCACAO	26236	UNIVERSIDADE FEDERAL FLUMINENSE	153057	HOSPITAL UNIVERSITARIO ANTONIO PEDRO	NITEROI	01/01/1900		3442
102018	2,53861000882018E+016	Objeto: Aquisição de filtro hepa Alesco	Dispensa de Licitação	Encerrado	36000	MINISTERIO DA SAUDE	36201	FUNDACAO OSWALDO CRUZ	254445	INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS	RIO DE JANEIRO	01/01/1900		4050
12018	1,03257200522018E+016	Objeto: Aquisição de resmas de papel sulfite e copos descartáveis para suprir as necessidades da Delegacia da Receita Federal do Brasil em Imperatriz e de suas agências jurisdicionadas em Balsas e Carolina, todas no estado do Maranhão.	Dispensa de Licitação	Encerrado	25000	MINISTERIO DA FAZENDA	25000	MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO 	170030	DELEGACIA DA RFB EM IMPERATRIZ	IMPERATRIZ	01/01/1900	19/01/2018	3681
12018	21084.00046320171	Objeto: Conserto e manutenção com aplicação de peças e mão de obra de um Gerador de Emergência.	Dispensa de Licitação	Encerrado	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	22000	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO 	130122	SUPERINT.REG.DE DESENV.DA LAV.CACAUEIRA/BA	ILHEUS	01/01/1900		5200
